bbl,rs_units_19,rs_units_20,rs_units_21,total_units_19,total_units_20,total_units_21,boro,cd,ct_10,year_built,bldg_class,rs_share_19,rs_share_20,rs_share_21
3052210069,13,13,0,14,14,14,3,314,051601,1931,C1,0.9285714285714286,0.9285714285714286,0
3052210071,20,20,20,20,20,20,3,314,051601,1931,C1,1,1,1
3052210073,18,18,0,36,36,36,3,314,051601,1931,C1,0.5,0.5,0
3052210081,8,8,8,8,8,8,3,314,051601,2005,C1,1,1,1
3052210086,0,0,20,20,20,20,3,314,051601,1931,C1,0,0,1
3052220082,40,40,40,40,40,40,3,314,051601,1931,D1,1,1,1
3052220093,17,17,17,21,21,21,3,314,051601,1931,C1,0.8095238095238095,0.8095238095238095,0.8095238095238095
3052220108,21,0,0,21,21,21,3,314,051601,1931,C1,1,0,0
3052230071,28,28,28,29,29,29,3,314,051601,1931,C1,0.9655172413793104,0.9655172413793104,0.9655172413793104
3052230097,11,11,11,12,12,12,3,314,051601,1931,C1,0.9166666666666666,0.9166666666666666,0.9166666666666666
3052240138,10,10,10,10,10,10,3,314,051601,1931,C7,1,1,1
3052250031,14,14,14,28,20,20,3,314,0770,1931,C1,0.5,0.7,0.7
3052250034,21,21,21,21,21,21,3,314,0770,1931,C7,1,1,1
3052250060,44,44,44,44,44,44,3,314,0770,1931,D1,1,1,1
3052250066,27,27,27,27,27,27,3,314,0770,1931,C1,1,1,1
3052250068,0,5,5,8,8,8,3,314,0770,1931,C1,0,0.625,0.625
3052260001,31,31,31,31,31,31,3,314,0770,1931,C1,1,1,1
3052260010,20,21,21,21,21,21,3,314,0770,1931,C1,0.9523809523809523,1,1
3052260039,9,9,9,9,9,9,3,314,0770,1933,C7,1,1,1
3052270013,36,0,0,36,36,36,3,314,0788,2016,D6,1,0,0
3052270032,0,13,13,24,24,24,3,314,0788,1931,C1,0,0.5416666666666666,0.5416666666666666
3052280019,6,0,0,6,6,6,3,314,0788,1935,C2,1,0,0
3052280046,8,8,8,8,8,8,3,314,0788,1931,C4,1,1,1
3052280060,5,0,0,6,6,6,3,314,0788,1932,C2,0.8333333333333334,0,0
3052280064,6,0,0,6,6,6,3,314,0788,1933,C2,1,0,0
3052290083,47,47,0,48,48,48,3,314,0788,1931,D1,0.9791666666666666,0.9791666666666666,0
3052300001,23,23,23,23,23,23,3,314,0788,1931,C1,1,1,1
3052300072,16,0,0,16,16,16,3,314,0788,1931,C1,1,0,0
3052300076,23,23,23,24,24,24,3,314,0788,1931,C1,0.9583333333333334,0.9583333333333334,0.9583333333333334
3052310042,53,53,53,53,53,53,3,314,0788,1931,D1,1,1,1
3052330001,8,7,7,66,66,66,3,314,0526,1931,D4,0.12121212121212122,0.10606060606060606,0.10606060606060606
3052330008,20,20,20,23,23,23,3,314,0526,1931,C1,0.8695652173913043,0.8695652173913043,0.8695652173913043
3052330015,83,83,83,84,84,84,3,314,0526,1931,D1,0.9880952380952381,0.9880952380952381,0.9880952380952381
3052340001,89,89,89,90,90,90,3,314,0520,1931,D1,0.9888888888888889,0.9888888888888889,0.9888888888888889
3052340021,37,37,37,38,38,38,3,314,0520,1931,C1,0.9736842105263158,0.9736842105263158,0.9736842105263158
3052340035,17,13,13,18,18,18,3,314,0520,1931,C7,0.9444444444444444,0.7222222222222222,0.7222222222222222
3052340037,79,79,79,84,84,84,3,314,0520,1931,D1,0.9404761904761905,0.9404761904761905,0.9404761904761905
3052350015,8,8,8,8,8,8,3,314,0520,1931,C1,1,1,1
3052350018,7,0,0,7,7,7,3,314,0520,1931,C1,1,0,0
3052350019,8,0,0,8,8,8,3,314,0520,1931,C1,1,0,0
3052350020,5,5,5,8,8,8,3,314,0520,1931,C1,0.625,0.625,0.625
3052350021,8,0,0,8,8,8,3,314,0520,1931,C1,1,0,0
3052350023,3,0,0,8,8,8,3,314,0520,1925,C1,0.375,0,0
3052350025,8,8,8,8,8,8,3,314,0520,1931,C1,1,1,1
3052350040,32,32,32,32,32,32,3,314,0520,1931,C1,1,1,1
3052350046,15,15,15,16,16,16,3,314,0520,1931,C1,0.9375,0.9375,0.9375
3052350049,16,16,16,16,16,16,3,314,0520,1931,C1,1,1,1
3052350052,8,9,9,9,9,9,3,314,0520,1931,C1,0.8888888888888888,1,1
3052370020,6,0,0,6,6,6,3,314,0518,1936,C2,1,0,0
3052370024,5,0,0,6,6,6,3,314,0518,1936,C2,0.8333333333333334,0,0
3052370028,46,46,46,47,47,47,3,314,0518,1931,C1,0.9787234042553191,0.9787234042553191,0.9787234042553191
3052370036,19,19,19,26,26,26,3,314,0518,1931,C1,0.7307692307692307,0.7307692307692307,0.7307692307692307
3052370038,24,24,24,26,26,26,3,314,0518,1931,C1,0.9230769230769231,0.9230769230769231,0.9230769230769231
3052370041,48,48,48,48,48,48,3,314,0518,1931,C1,1,1,1
3052370046,34,34,34,34,34,34,3,314,0518,1931,C1,1,1,1
3052400011,40,40,40,43,43,43,3,314,0764,1968,D1,0.9302325581395349,0.9302325581395349,0.9302325581395349
3052400017,54,54,54,54,54,54,3,314,0764,1931,D7,1,1,1
3052400025,15,15,15,67,67,67,3,314,0764,1939,D4,0.22388059701492538,0.22388059701492538,0.22388059701492538
3052400043,96,96,96,96,96,96,3,314,0764,1955,D1,1,1,1
3052400102,30,30,30,30,30,30,3,314,0764,1931,C1,1,1,1
3052400110,34,33,33,35,35,35,3,314,0764,1931,C1,0.9714285714285714,0.9428571428571428,0.9428571428571428
3052410006,7,0,6,62,62,62,3,314,0766,1958,D4,0.11290322580645161,0,0.0967741935483871
3052410013,22,22,22,22,22,22,3,314,0766,2015,D3,1,1,1
3052410018,85,85,85,96,96,96,3,314,0766,1964,D3,0.8854166666666666,0.8854166666666666,0.8854166666666666
3052410023,11,10,0,59,59,59,3,314,0766,1931,D4,0.1864406779661017,0.1694915254237288,0
3052410031,16,0,0,103,103,103,3,314,0766,1954,D4,0.1553398058252427,0,0
3052450045,36,36,36,36,36,36,3,314,0772,1931,C1,1,1,1
3052460001,15,15,14,55,55,55,3,314,0772,1931,D4,0.2727272727272727,0.2727272727272727,0.2545454545454545
3052460006,5,5,4,47,47,47,3,314,0772,1931,D4,0.10638297872340426,0.10638297872340426,0.0851063829787234
3052460047,35,35,35,36,36,36,3,314,0772,1931,D1,0.9722222222222222,0.9722222222222222,0.9722222222222222
3052470001,14,14,14,90,90,90,3,314,0770,1940,D4,0.15555555555555556,0.15555555555555556,0.15555555555555556
3052470006,12,12,12,113,113,113,3,314,0770,1941,D4,0.10619469026548672,0.10619469026548672,0.10619469026548672
3052480012,1,1,1,73,73,73,3,314,0770,1955,D4,0.0136986301369863,0.0136986301369863,0.0136986301369863
3052500011,14,14,14,14,14,14,3,314,0786,1931,C7,1,1,1
3052520039,8,8,8,8,8,8,3,314,0786,1933,C7,1,1,1
3052520040,11,11,11,11,11,11,3,314,0786,1931,C7,1,1,1
3052520046,12,12,12,12,12,12,3,314,0786,1931,C1,1,1,1
3052520048,6,0,0,6,6,6,3,314,0786,1932,C2,1,0,0
3052520049,6,0,0,6,6,6,3,314,0786,1933,C2,1,0,0
3052520051,47,47,47,48,48,48,3,314,0786,1931,D1,0.9791666666666666,0.9791666666666666,0.9791666666666666
3052520056,48,48,48,48,48,48,3,314,0786,1930,D1,1,1,1
3052520064,6,0,0,6,6,6,3,314,0786,1934,C2,1,0,0
3052560006,6,5,5,27,27,27,3,307,0171,1927,C1,0.2222222222222222,0.18518518518518517,0.18518518518518517
3052570045,6,6,6,84,84,84,3,307,0171,1929,D4,0.07142857142857142,0.07142857142857142,0.07142857142857142
3052600014,20,0,13,21,21,21,3,307,1502,2000,D9,0.9523809523809523,0,0.6190476190476191
3052680002,3,3,3,55,55,55,3,307,050202,1938,D4,0.05454545454545454,0.05454545454545454,0.05454545454545454
3052680018,2,2,2,42,42,42,3,307,050202,1931,D4,0.047619047619047616,0.047619047619047616,0.047619047619047616
3052700140,1,1,1,9,9,9,3,307,1502,2003,C1,0.1111111111111111,0.1111111111111111,0.1111111111111111
3052720036,1,0,0,6,6,6,3,307,1502,1931,C2,0.16666666666666666,0,0
3052740009,9,0,0,9,9,9,3,307,050202,2012,D7,1,0,0
3052750036,1,0,1,16,16,16,3,307,050202,1931,C6,0.0625,0,0.0625
3052770001,5,5,5,9,9,9,3,307,050202,1931,C7,0.5555555555555556,0.5555555555555556,0.5555555555555556
3052790019,5,5,5,58,58,58,3,307,050202,1961,D4,0.08620689655172414,0.08620689655172414,0.08620689655172414
3052850040,3,0,0,67,67,67,3,307,0504,1939,D4,0.04477611940298507,0,0
3052860001,6,0,0,70,70,70,3,307,0504,1936,D4,0.08571428571428572,0,0
3052870021,50,49,49,63,63,63,3,307,0504,1941,D1,0.7936507936507936,0.7777777777777778,0.7777777777777778
3052880041,6,0,0,6,6,6,3,312,0110,1931,C2,1,0,0
3052880056,6,0,0,6,6,6,3,312,0110,1931,C2,1,0,0
3052900012,4,0,0,6,6,6,3,312,0226,1931,C2,0.6666666666666666,0,0
3052900013,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052900014,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052910013,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052910014,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052910016,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052910019,6,0,0,6,6,6,3,312,0226,1931,C2,1,0,0
3052940056,0,0,16,16,16,16,3,312,0226,1931,C1,0,0,1
3052970031,6,0,0,6,6,6,3,312,0230,1931,C2,1,0,0
3052970072,5,0,0,6,6,6,3,312,0230,1931,C2,0.8333333333333334,0,0
3053070045,75,75,77,122,122,122,3,312,0498,1934,D1,0.6147540983606558,0.6147540983606558,0.6311475409836066
3053070070,6,6,6,75,75,75,3,312,0498,1931,D4,0.08,0.08,0.08
3053080001,16,0,0,16,16,16,3,312,0496,1931,C1,1,0,0
3053080042,6,0,0,6,6,6,3,312,0496,1931,C2,1,0,0
3053090029,0,0,61,65,65,65,3,312,0496,1940,D1,0,0,0.9384615384615385
3053100007,23,23,23,24,24,24,3,312,0496,1940,C1,0.9583333333333334,0.9583333333333334,0.9583333333333334
3053130001,27,27,0,28,28,28,3,312,0496,1929,C1,0.9642857142857143,0.9642857142857143,0
3053140017,6,0,0,6,6,6,3,312,0496,1931,C2,1,0,0
3053140036,7,7,7,7,7,7,3,312,0496,1931,C7,1,1,1
3053170003,4,0,0,6,6,6,3,307,0500,1931,C2,0.6666666666666666,0,0
3053170011,65,65,65,71,71,71,3,307,0500,1962,D1,0.9154929577464789,0.9154929577464789,0.9154929577464789
3053180001,4,4,3,8,8,8,3,307,0500,1930,C7,0.5,0.5,0.375
3053190024,8,8,8,103,103,103,3,307,0500,1953,D4,0.07766990291262135,0.07766990291262135,0.07766990291262135
3053200001,10,9,8,76,76,76,3,307,0504,1936,D4,0.13157894736842105,0.11842105263157894,0.10526315789473684
3053200009,0,82,0,83,83,83,3,307,0504,1929,D1,0,0.9879518072289156,0
3053200024,126,126,126,126,126,126,3,307,0504,2005,D1,1,1,1
3053200055,73,73,73,73,73,73,3,307,0504,2014,D1,1,1,1
3053200097,43,0,0,43,43,43,3,307,0504,1959,D1,1,0,0
3053210001,36,33,33,60,60,60,3,307,0504,1935,D1,0.6,0.55,0.55
3053210051,62,62,62,62,62,62,3,307,0504,1956,D1,1,1,1
3053240001,257,257,257,268,268,268,3,312,0498,1960,D1,0.9589552238805971,0.9589552238805971,0.9589552238805971
3053240053,15,15,15,18,18,18,3,312,0498,1925,C1,0.8333333333333334,0.8333333333333334,0.8333333333333334
3053240055,18,18,18,18,18,18,3,312,0498,1925,C1,1,1,1
3053250003,46,46,46,46,46,46,3,312,0498,1960,D1,1,1,1
3053250053,12,11,11,19,19,19,3,312,0498,1928,C1,0.631578947368421,0.5789473684210527,0.5789473684210527
3053250065,45,0,0,48,48,48,3,312,0498,1937,D1,0.9375,0,0
3053270041,0,66,66,68,68,68,3,312,0500,1941,D1,0,0.9705882352941176,0.9705882352941176
3053280010,1,1,1,57,57,57,3,312,0500,1953,D4,0.017543859649122806,0.017543859649122806,0.017543859649122806
3053280015,59,59,59,60,60,60,3,312,0500,1931,D9,0.9833333333333333,0.9833333333333333,0.9833333333333333
3053280023,38,37,38,54,54,54,3,312,0500,1931,D1,0.7037037037037037,0.6851851851851852,0.7037037037037037
3053280037,93,0,93,96,96,96,3,312,0500,1928,D1,0.96875,0,0.96875
3053280079,11,11,11,12,12,12,3,312,0500,1926,C1,0.9166666666666666,0.9166666666666666,0.9166666666666666
3053290001,77,78,79,84,84,84,3,312,0504,1940,D1,0.9166666666666666,0.9285714285714286,0.9404761904761905
3053290052,33,33,33,35,35,35,3,312,0504,1923,C1,0.9428571428571428,0.9428571428571428,0.9428571428571428
3053290058,29,29,29,30,30,30,3,312,0504,1923,C1,0.9666666666666667,0.9666666666666667,0.9666666666666667
3053290068,39,39,39,39,39,39,3,312,0504,1923,C1,1,1,1
3053290072,15,17,16,286,286,286,3,312,0504,1965,D4,0.05244755244755245,0.05944055944055944,0.055944055944055944
3053300024,171,171,171,174,174,174,3,312,0504,1951,D1,0.9827586206896551,0.9827586206896551,0.9827586206896551
3053320062,6,6,6,6,6,6,3,312,0496,1930,S9,1,1,1
3053340001,14,14,14,45,45,45,3,312,0496,1939,D7,0.3111111111111111,0.3111111111111111,0.3111111111111111
3053340020,6,0,0,6,6,6,3,312,0496,1931,C2,1,0,0
3053340021,6,0,0,6,6,6,3,312,0496,1931,C2,1,0,0
3053350042,4,4,4,4,4,4,3,312,0496,1931,S9,1,1,1
3053360044,8,0,4,10,10,10,3,312,0496,1931,C7,0.8,0,0.4
3053360082,8,8,6,150,150,150,3,312,0488,1956,D4,0.05333333333333334,0.05333333333333334,0.04
3053370007,0,1,1,47,47,47,3,312,0496,1941,D4,0,0.02127659574468085,0.02127659574468085
3053370076,12,12,12,130,130,130,3,312,0494,1963,D4,0.09230769230769231,0.09230769230769231,0.09230769230769231
3053380070,32,32,32,60,60,60,3,312,0494,1926,D4,0.5333333333333333,0.5333333333333333,0.5333333333333333
3053380075,5,5,4,55,55,55,3,312,0494,1938,D4,0.09090909090909091,0.09090909090909091,0.07272727272727272
3053380092,4,0,0,4,4,4,3,312,0494,2007,C3,1,0,0
3053390001,5,5,4,61,61,61,3,312,0494,1963,D4,0.08196721311475409,0.08196721311475409,0.06557377049180328
3053390045,41,41,41,41,41,41,3,312,0494,1921,D1,1,1,1
3053390052,6,6,6,16,16,16,3,312,0494,1923,C1,0.375,0.375,0.375
3053390054,3,3,3,16,16,16,3,312,0494,1923,C1,0.1875,0.1875,0.1875
3053390061,6,6,6,75,75,75,3,312,0494,1963,D4,0.08,0.08,0.08
3053400018,31,31,31,31,31,31,3,312,0494,1927,C1,1,1,1
3053400022,91,91,91,91,91,91,3,312,0494,1960,D1,1,1,1
3053400048,58,58,58,58,58,58,3,312,0494,1940,D1,1,1,1
3053430001,80,80,81,82,82,82,3,312,0492,1927,D1,0.975609756097561,0.975609756097561,0.9878048780487805
3053440040,6,0,0,6,6,6,3,312,0230,1930,C2,1,0,0
3053440045,1,0,0,6,6,6,3,312,0230,1930,C2,0.16666666666666666,0,0
3053500016,5,6,6,6,6,6,3,312,0228,1930,S5,0.8333333333333334,1,1
3053500017,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053500018,7,7,7,11,11,11,3,312,0228,1930,C7,0.6363636363636364,0.6363636363636364,0.6363636363636364
3053510001,18,18,18,20,20,20,3,312,0228,1926,C1,0.9,0.9,0.9
3053510004,16,16,17,19,19,19,3,312,0228,1926,C1,0.8421052631578947,0.8421052631578947,0.8947368421052632
3053510008,10,10,10,20,20,20,3,312,0228,1930,C1,0.5,0.5,0.5
3053510011,10,10,10,20,20,20,3,312,0228,1916,C1,0.5,0.5,0.5
3053510044,15,15,15,15,15,15,3,312,0228,1930,C1,1,1,1
3053510047,24,24,24,24,24,24,3,312,0228,1928,C1,1,1,1
3053510053,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053510055,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053510057,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053510058,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053510060,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053520021,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053520026,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530058,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530060,1,0,0,6,6,6,3,312,0486,1930,C2,0.16666666666666666,0,0
3053530061,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530063,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530064,1,0,0,6,6,6,3,312,0486,1930,C2,0.16666666666666666,0,0
3053530065,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530067,3,0,0,6,6,6,3,312,0486,1930,C2,0.5,0,0
3053530068,6,0,0,6,6,6,3,312,0486,1930,S5,1,0,0
3053530070,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530071,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530073,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530074,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530079,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530081,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053530083,3,0,0,6,6,6,3,312,0486,1930,C2,0.5,0,0
3053530084,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053550001,12,12,11,88,88,88,3,312,0488,1961,D4,0.13636363636363635,0.13636363636363635,0.125
3053550012,10,10,10,28,28,28,3,312,0488,1928,C1,0.35714285714285715,0.35714285714285715,0.35714285714285715
3053570005,7,7,7,77,77,77,3,312,0494,1930,D4,0.09090909090909091,0.09090909090909091,0.09090909090909091
3053570017,4,4,4,114,114,114,3,312,0494,1941,D4,0.03508771929824561,0.03508771929824561,0.03508771929824561
3053570030,12,12,12,94,94,94,3,312,0494,1941,D4,0.1276595744680851,0.1276595744680851,0.1276595744680851
3053570040,44,42,42,48,48,48,3,312,0494,1929,D1,0.9166666666666666,0.875,0.875
3053570054,53,53,53,53,53,53,3,312,0494,1928,D1,1,1,1
3053580063,85,85,86,90,90,90,3,312,0494,1961,D4,0.9444444444444444,0.9444444444444444,0.9555555555555556
3053580071,60,60,60,60,60,60,3,312,0494,1941,D1,1,1,1
3053580077,74,74,74,77,77,77,3,312,0494,1926,D1,0.961038961038961,0.961038961038961,0.961038961038961
3053580086,48,48,0,49,49,49,3,312,0494,1941,D1,0.9795918367346939,0.9795918367346939,0
3053590043,24,24,0,24,24,24,3,312,0494,1922,C1,1,1,0
3053590049,0,0,45,46,46,46,3,312,0494,1923,C1,0,0,0.9782608695652174
3053600043,6,0,0,6,6,6,3,312,0492,1930,C2,1,0,0
3053600044,6,0,0,6,6,6,3,312,0492,1930,C2,1,0,0
3053600046,6,0,0,6,6,6,3,312,0492,1930,C2,1,0,0
3053600048,42,42,42,42,42,42,3,312,0492,1941,D1,1,1,1
3053630003,22,0,22,23,23,23,3,312,0230,1928,C1,0.9565217391304348,0,0.9565217391304348
3053630006,35,35,35,35,35,35,3,312,0230,1930,C7,1,1,1
3053630045,42,42,42,43,43,43,3,312,0230,1926,C7,0.9767441860465116,0.9767441860465116,0.9767441860465116
3053640046,0,10,10,11,11,11,3,312,0230,1930,C7,0,0.9090909090909091,0.9090909090909091
3053650045,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053650046,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053650047,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053680004,6,0,0,6,6,6,3,312,0228,1930,C2,1,0,0
3053690077,31,31,31,32,32,32,3,312,0486,1925,C1,0.96875,0.96875,0.96875
3053700002,20,20,20,20,20,20,3,312,0486,1922,C1,1,1,1
3053710045,37,37,37,38,38,38,3,312,0488,1924,C7,0.9736842105263158,0.9736842105263158,0.9736842105263158
3053710051,45,45,45,46,46,46,3,312,0488,1924,C1,0.9782608695652174,0.9782608695652174,0.9782608695652174
3053720001,21,23,23,23,23,23,3,312,0488,1922,C1,0.9130434782608695,1,1
3053720006,20,20,20,20,20,20,3,312,0488,1922,C1,1,1,1
3053720010,20,20,20,20,20,20,3,312,0488,1922,C1,1,1,1
3053720044,28,28,0,28,28,28,3,312,0488,1921,C1,1,1,0
3053730048,2,0,0,6,6,6,3,312,0488,1930,C2,0.3333333333333333,0,0
3053730049,4,0,0,6,6,6,3,312,0488,1930,C2,0.6666666666666666,0,0
3053730050,6,0,0,6,6,6,3,312,0488,1930,C2,1,0,0
3053740010,2,2,2,77,77,77,3,312,0488,1962,D4,0.025974025974025976,0.025974025974025976,0.025974025974025976
3053740030,2,2,2,30,30,30,3,312,0488,1922,C6,0.06666666666666667,0.06666666666666667,0.06666666666666667
3053740034,39,39,39,41,41,41,3,312,0488,1937,D1,0.9512195121951219,0.9512195121951219,0.9512195121951219
3053740041,20,20,20,54,54,54,3,312,0488,1941,D1,0.37037037037037035,0.37037037037037035,0.37037037037037035
3053740044,45,45,45,46,46,46,3,312,0488,1923,C1,0.9782608695652174,0.9782608695652174,0.9782608695652174
3053750049,4,4,4,59,59,59,3,312,0490,1900,D4,0.06779661016949153,0.06779661016949153,0.06779661016949153
3053750072,46,46,46,46,46,46,3,312,0490,1924,C1,1,1,1
3053750077,45,45,45,46,46,46,3,312,0490,1924,C1,0.9782608695652174,0.9782608695652174,0.9782608695652174
3053750082,43,43,43,46,46,46,3,312,0490,1924,C1,0.9347826086956522,0.9347826086956522,0.9347826086956522
3053760010,24,24,24,24,24,24,3,312,0490,1918,C1,1,1,1
3053760033,90,90,90,90,90,90,3,312,0490,1961,D1,1,1,1
3053760058,7,6,6,123,123,123,3,312,0490,1961,D4,0.056910569105691054,0.04878048780487805,0.04878048780487805
3053760068,5,5,5,85,85,85,3,312,0490,1962,D4,0.058823529411764705,0.058823529411764705,0.058823529411764705
3053760076,125,125,125,125,125,125,3,312,0490,1963,D4,1,1,1
3053770043,10,10,10,84,84,84,3,312,0492,1941,D4,0.11904761904761904,0.11904761904761904,0.11904761904761904
3053780080,16,16,16,16,16,16,3,312,0492,1928,C1,1,1,1
3053790006,40,40,40,41,41,41,3,312,0478,1925,C7,0.975609756097561,0.975609756097561,0.975609756097561
3053790021,39,39,39,39,39,39,3,312,0478,1922,C1,1,1,1
3053850007,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053850008,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053850010,6,0,0,6,6,6,3,312,0486,1930,C2,1,0,0
3053850015,24,24,24,24,24,24,3,312,0486,1916,C1,1,1,1
3053850018,0,0,16,16,16,16,3,312,0486,1917,C1,0,0,1
3053850022,0,12,0,16,16,16,3,312,0486,1916,C1,0,0.75,0
3053850055,12,12,12,12,12,12,3,312,0486,1930,C7,1,1,1
3053860079,15,15,15,16,16,16,3,312,0486,1923,C1,0.9375,0.9375,0.9375
3053860081,16,16,16,16,16,16,3,312,0486,1923,C1,1,1,1
3053890010,3,3,3,84,84,84,3,312,0490,1941,D4,0.03571428571428571,0.03571428571428571,0.03571428571428571
3053890019,56,56,0,60,60,60,3,312,0490,1940,D1,0.9333333333333333,0.9333333333333333,0
3053890024,58,58,58,69,69,69,3,312,0490,1931,D1,0.8405797101449275,0.8405797101449275,0.8405797101449275
3053890034,71,71,71,72,72,72,3,312,0490,1931,D1,0.9861111111111112,0.9861111111111112,0.9861111111111112
3053890046,7,7,7,42,51,51,3,312,0490,1931,D4,0.16666666666666666,0.13725490196078433,0.13725490196078433
3053890067,48,48,48,48,48,48,3,312,0490,1932,D1,1,1,1
3053900053,28,0,0,31,31,31,3,312,0490,1919,C1,0.9032258064516129,0,0
3053900074,120,120,120,147,147,147,3,312,0490,1964,D3,0.8163265306122449,0.8163265306122449,0.8163265306122449
3053900080,42,42,0,42,42,42,3,312,0490,1936,D1,1,1,0
3053910061,12,12,12,114,114,114,3,312,0490,1961,D4,0.10526315789473684,0.10526315789473684,0.10526315789473684
3053920001,9,8,8,93,93,93,3,312,0492,1960,D4,0.0967741935483871,0.08602150537634409,0.08602150537634409
3053920027,47,47,47,47,47,47,3,312,0492,1930,D1,1,1,1
3053920052,57,57,57,57,57,57,3,312,0492,1958,D1,1,1,1
3053920071,83,83,83,83,83,83,3,312,0492,1963,D1,1,1,1
3053950008,30,30,30,30,30,30,3,312,0478,1931,D7,1,1,1
3053960043,20,20,20,20,20,20,3,312,0484,1931,C7,1,1,1
3053960045,16,16,16,16,16,16,3,312,0484,1931,C7,1,1,1
3053960048,0,16,0,16,16,16,3,312,0484,1915,C1,0,1,0
3053960054,16,0,16,16,16,16,3,312,0484,1931,C1,1,0,1
3053970007,6,0,0,6,6,6,3,312,0484,1931,C2,1,0,0
3053990001,32,34,34,34,34,34,3,312,0484,1931,C7,0.9411764705882353,1,1
3053990015,67,69,69,74,74,74,3,312,0484,1962,D7,0.9054054054054054,0.9324324324324325,0.9324324324324325
3053990021,12,12,12,114,114,114,3,312,0484,1962,D4,0.10526315789473684,0.10526315789473684,0.10526315789473684
3053990041,3,3,3,43,43,43,3,312,0484,1931,D4,0.06976744186046512,0.06976744186046512,0.06976744186046512
3053990045,36,0,0,36,36,36,3,312,0484,1931,C1,1,0,0
3054000068,60,60,60,60,60,60,3,312,0484,2016,D3,1,1,1
3054000083,89,89,89,89,89,89,3,312,0484,1963,D7,1,1,1
3054000091,1,1,1,62,62,62,3,312,0484,1963,D4,0.016129032258064516,0.016129032258064516,0.016129032258064516
3054030010,2,0,0,6,6,6,3,312,0482,1933,C2,0.3333333333333333,0,0
3054030016,47,0,0,47,47,47,3,312,0482,1930,C7,1,0,0
3054040006,19,19,19,37,37,37,3,312,0478,1930,C1,0.5135135135135135,0.5135135135135135,0.5135135135135135
3054050019,9,9,9,43,43,43,3,312,0478,1930,C1,0.20930232558139536,0.20930232558139536,0.20930232558139536
3054050028,24,24,24,24,24,24,3,312,0478,1930,C1,1,1,1
3054070078,23,23,23,24,24,24,3,312,0478,1930,C1,0.9583333333333334,0.9583333333333334,0.9583333333333334
3054070085,8,8,8,9,9,9,3,312,0478,1930,C7,0.8888888888888888,0.8888888888888888,0.8888888888888888
3054080031,48,48,48,49,49,49,3,314,0478,1926,C1,0.9795918367346939,0.9795918367346939,0.9795918367346939
3054090001,48,48,48,48,48,48,3,314,0484,1930,D1,1,1,1
3054090006,42,42,42,42,42,42,3,314,0484,1930,C1,1,1,1
3054090038,46,46,46,48,48,48,3,314,0484,1930,D1,0.9583333333333334,0.9583333333333334,0.9583333333333334
3054110007,36,36,36,36,36,36,3,314,0484,1930,C1,1,1,1
3054110023,52,50,50,54,54,54,3,314,0484,1930,D1,0.9629629629629629,0.9259259259259259,0.9259259259259259
3054120024,3,3,3,16,16,16,3,314,0484,1930,C1,0.1875,0.1875,0.1875
3054160007,35,36,36,36,36,36,3,314,0480,1930,C7,0.9722222222222222,1,1
3054160062,31,31,31,31,31,31,3,314,0480,1930,C1,1,1,1
3054160069,34,34,34,34,34,34,3,314,0480,1930,C1,1,1,1
3054160119,3,0,0,6,6,6,3,314,0480,1932,C2,0.5,0,0
3054170001,55,55,55,55,55,55,3,314,0482,1930,D1,1,1,1
3054170007,64,64,64,65,65,65,3,314,0482,1930,D1,0.9846153846153847,0.9846153846153847,0.9846153846153847
3054170029,31,31,31,31,31,31,3,314,0482,1930,C1,1,1,1
