,BBL,Aleration_Count,altered_lessthan5yrs,altered_morethan5yrs,ClassANet_Avg,Enlargement_Count
3523,2040630015,1,1,0,1.0,0
3524,2040700019,1,0,1,1.0,0
3525,2040740004,1,0,1,4.0,0
3526,2040860042,1,0,1,0.0,0
3527,2040880010,1,0,1,-3.0,0
3528,2040970058,1,0,1,1.0,0
3529,2041010026,1,1,0,0.0,0
3530,2041010033,1,0,1,1.0,0
3531,2041010037,1,0,1,0.0,0
3532,2041020011,1,0,1,1.0,0
3533,2041070016,1,1,0,0.0,0
3534,2041080004,1,0,1,-2.0,0
3535,2041080038,1,1,0,0.0,0
3536,2041100139,1,1,0,1.0,0
3537,2041130038,1,0,1,1.0,0
3538,2041280008,1,0,1,0.0,0
3539,2041280021,1,0,1,0.0,0
3540,2041320048,1,0,1,1.0,0
3541,2041520014,1,1,0,1.0,0
3542,2041540033,1,0,1,0.0,0
3543,2041580001,1,0,1,1.0,0
3544,2041610001,1,1,0,0.0,0
3545,2041650011,1,0,1,0.0,0
3546,2041680018,1,0,1,1.0,0
3547,2041690029,1,1,0,0.0,0
3548,2041720002,1,1,0,1.0,0
3549,2041720046,1,0,1,1.0,0
3550,2041750001,1,0,1,1.0,0
3551,2041760001,1,1,0,0.0,0
3552,2041770038,1,0,1,0.0,0
3553,2041900001,1,0,1,1.0,0
3554,2041900037,1,1,0,1.0,0
3555,2041900038,1,0,1,1.0,0
3556,2041920036,1,1,0,0.0,0
3557,2041920059,1,0,1,0.0,0
3558,2042200013,1,1,0,1.0,0
3559,2042267502,1,0,1,0.0,0
3560,2042310008,1,1,0,1.0,0
3561,2042310058,1,0,1,-1.0,0
3562,2042310059,1,0,1,-1.0,0
3563,2042330065,1,0,1,-1.0,0
3564,2042370019,1,0,1,0.0,0
3565,2042410034,1,1,0,0.0,0
3566,2042420003,1,0,1,1.0,0
3567,2042420010,1,0,1,0.0,1
3568,2042450020,1,0,1,2.0,0
3569,2042460019,1,1,0,1.0,0
3570,2042490031,1,1,0,0.0,0
3571,2042500026,1,0,1,20.0,0
3572,2042500050,1,0,1,0.0,0
3573,2042500052,1,0,1,0.0,0
3574,2042580041,2,0,1,0.5,0
3575,2042590015,1,0,1,0.0,0
3576,2042720014,1,0,1,-1.0,0
3577,2042730005,1,0,1,1.0,0
3578,2042730028,1,1,0,-1.0,0
3579,2042850016,1,0,1,0.0,0
3580,2042920014,1,1,0,0.0,0
3581,2042930043,1,1,0,-1.0,0
3582,2042970048,1,1,0,1.0,0
3583,2043040004,1,0,1,2.0,0
3584,2043140027,1,0,1,0.0,0
3585,2043140033,1,0,1,0.0,0
3586,2043200022,1,1,0,2.0,0
3587,2043220043,1,0,1,0.0,0
3588,2043230010,1,0,1,-1.0,0
3589,2043240014,1,0,1,1.0,0
3590,2043240021,1,1,0,-2.0,0
3591,2043290001,1,0,1,0.0,0
3592,2043290012,1,1,0,2.0,0
3593,2043300017,1,0,1,1.0,0
3594,2043450035,2,0,1,1.0,0
3595,2043450048,1,0,1,-2.0,0
3596,2043640055,1,0,1,1.0,0
3597,2043650019,1,0,1,0.0,0
3598,2043650064,1,1,0,0.0,0
3599,2043730022,1,0,1,0.0,0
3600,2043750027,1,0,1,0.0,0
3601,2043850032,1,0,1,0.0,0
3602,2043850033,1,0,1,0.0,0
3603,2043900015,1,1,0,0.0,0
3604,2043930017,1,0,1,-2.0,0
3605,2043940028,1,0,1,0.0,0
3606,2043960027,1,0,1,0.0,0
3607,2043980011,1,0,1,0.0,0
3608,2043980026,1,0,1,1.0,0
3609,2044000018,1,0,1,0.0,0
3610,2044020019,1,0,1,0.0,0
3611,2044240054,1,0,1,-1.0,0
3612,2044280019,1,0,1,0.0,0
3613,2044350037,1,0,1,0.0,0
3614,2044350038,1,1,0,0.0,0
3615,2044360038,1,0,1,0.0,0
3616,2044360042,1,0,1,0.0,1
3617,2044370004,1,0,1,1.0,0
3618,2044370005,1,0,1,0.0,0
3619,2044370006,1,0,1,1.0,0
3620,2044400047,1,0,1,3.0,0
3621,2044450060,1,0,1,1.0,1
3622,2044470011,1,0,1,0.0,0
3623,2044470035,1,0,1,0.0,0
3624,2044490009,1,0,1,1.0,0
3625,2044580006,1,1,0,0.0,0
3626,2044580054,1,0,1,1.0,0
3627,2044580106,1,1,0,0.0,0
3628,2044600028,1,1,0,0.0,0
3629,2044600038,1,1,0,1.0,0
3630,2044650011,1,1,0,1.0,1
3631,2044660061,1,0,1,0.0,0
3632,2044660120,1,0,1,0.0,0
3633,2044670015,1,0,1,0.0,0
3634,2044670022,1,0,1,1.0,0
3635,2044680076,1,0,1,1.0,0
3636,2044700075,1,0,1,1.0,0
3637,2044730006,1,1,0,1.0,0
3638,2044830019,1,1,0,0.0,0
3639,2044870015,1,0,1,1.0,0
3640,2044880083,1,1,0,1.0,0
3641,2044950028,1,0,1,1.0,0
3642,2045070036,1,1,0,0.0,0
3643,2045130023,1,1,0,1.0,0
3644,2045170052,1,0,1,1.0,0
3645,2045190041,1,0,1,1.0,0
3646,2045200049,1,0,1,1.0,0
3647,2045220060,1,1,0,1.0,0
3648,2045230029,1,0,1,1.0,1
3649,2045320037,1,0,1,1.0,0
3650,2045360009,1,0,1,0.0,0
3651,2045370008,1,0,1,0.0,0
3652,2045370025,1,1,0,0.0,0
3653,2045440057,1,1,0,0.0,0
3654,2045480032,1,0,1,0.0,0
3655,2045480047,1,0,1,1.0,0
3656,2045540024,1,0,1,-1.0,0
3657,2045630142,1,0,1,0.0,0
3658,2045640104,1,1,0,1.0,0
3659,2045660028,1,1,0,1.0,0
3660,2045740040,1,1,0,1.0,0
3661,2045890062,1,1,0,-1.0,1
3662,2045940001,1,0,1,0.0,0
3663,2046020001,1,0,1,0.0,0
3664,2046100058,2,0,1,0.5,0
3665,2046170019,1,0,1,1.0,0
3666,2046170045,1,1,0,1.0,0
3667,2046260007,1,0,1,0.0,0
3668,2046290006,1,0,1,2.0,0
3669,2046420060,1,0,1,0.0,0
3670,2046450076,1,0,1,0.0,0
3671,2046540051,1,1,0,-1.0,0
3672,2046540080,1,1,0,1.0,0
3673,2046570077,1,0,1,-1.0,0
3674,2046570090,1,1,0,0.0,0
3675,2046620027,1,1,0,1.0,0
3676,2046630007,1,0,1,1.0,0
3677,2046650064,1,1,0,1.0,0
3678,2046670070,1,0,1,1.0,0
3679,2046680052,1,1,0,4.0,0
3680,2046690010,1,0,1,1.0,0
3681,2046690056,1,1,0,1.0,0
3682,2046690078,1,0,1,-1.0,0
3683,2046720002,2,0,1,0.0,0
3684,2046720059,1,0,1,3.0,0
3685,2046730019,1,0,1,0.0,0
3686,2046770017,1,1,0,0.0,0
3687,2046780066,1,0,1,3.0,0
3688,2046790017,1,1,0,1.0,0
3689,2046810060,1,0,1,-2.0,0
3690,2046860015,1,1,0,1.0,0
3691,2046870009,1,1,0,0.0,0
3692,2046880009,1,0,1,0.0,0
3693,2046890049,1,0,1,-1.0,0
3694,2046970028,1,0,1,1.0,0
3695,2046990032,1,0,1,0.0,0
3696,2047070024,1,0,1,1.0,0
3697,2047100032,1,0,1,1.0,0
3698,2047150027,1,0,1,0.0,0
3699,2047150033,1,1,0,0.0,0
3700,2047160006,1,0,1,2.0,0
3701,2047170026,1,0,1,1.0,1
3702,2047310015,1,0,1,0.0,0
3703,2047440008,1,0,1,1.0,0
3704,2047450007,1,1,0,0.0,0
3705,2047450010,1,0,1,0.0,0
3706,2047490023,1,0,1,1.0,0
3707,2047490119,1,0,1,1.0,0
3708,2047520075,1,0,1,1.0,0
3709,2047540001,1,0,1,0.0,0
3710,2047550033,1,0,1,0.0,0
3711,2047580039,1,0,1,1.0,0
3712,2047590062,1,0,1,0.0,0
3713,2047620070,1,0,1,0.0,0
3714,2047620107,1,1,0,0.0,0
3715,2047630019,1,0,1,1.0,0
3716,2047690059,1,0,1,1.0,0
3717,2047750050,1,0,1,1.0,0
3718,2047760065,2,1,0,0.0,0
3719,2047790015,1,0,1,1.0,0
3720,2047810032,1,1,0,0.0,0
3721,2047890029,1,0,1,0.0,0
3722,2047900012,1,0,1,0.0,0
3723,2047910032,1,1,0,1.0,0
3724,2047920012,1,0,1,1.0,1
3725,2047920041,1,0,1,1.0,1
3726,2047960005,1,0,1,0.0,0
3727,2048210002,1,1,0,-1.0,0
3728,2048210003,1,0,1,-2.0,0
3729,2048260029,1,0,1,1.0,0
3730,2048330011,1,1,0,1.0,0
3731,2048330012,1,1,0,1.0,0
3732,2048330033,1,1,0,1.0,1
3733,2048370075,1,0,1,0.0,0
3734,2048370178,1,0,1,0.0,0
3735,2048380020,1,0,1,0.0,0
3736,2048380021,1,0,1,0.0,0
3737,2048400019,1,0,1,-1.0,0
3738,2048460013,1,0,1,0.0,0
3739,2048470033,1,0,1,0.0,0
3740,2048500051,1,0,1,0.0,0
3741,2048560061,1,0,1,1.0,0
3742,2048580049,1,0,1,1.0,0
3743,2048590016,1,0,1,1.0,0
3744,2048600002,1,0,1,0.0,0
3745,2048600166,1,0,1,1.0,0
3746,2048610074,1,0,1,1.0,0
3747,2048650030,1,0,1,1.0,0
3748,2048660018,1,1,0,1.0,0
3749,2048680063,1,0,1,-1.0,0
3750,2048690040,1,0,1,0.0,0
3751,2048700057,1,0,1,1.0,0
3752,2048730064,1,0,1,1.0,0
3753,2048760006,1,1,0,0.0,0
3754,2048780026,1,0,1,0.0,0
3755,2048830051,1,0,1,1.0,1
3756,2048850070,1,1,0,1.0,0
3757,2048920010,1,1,0,1.0,0
3758,2048970039,1,0,1,1.0,0
3759,2049030089,1,1,0,0.0,0
3760,2049220081,1,0,1,1.0,0
3761,2049220101,1,0,1,0.0,0
3762,2049430026,1,0,1,1.0,0
3763,2049430029,1,0,1,1.0,0
3764,2049450107,1,1,0,0.0,0
3765,2049600078,1,1,0,0.0,0
3766,2049610077,1,0,1,1.0,0
3767,2049620060,1,0,1,1.0,0
3768,2049620173,1,0,1,1.0,0
3769,2049660010,1,1,0,0.0,0
3770,2049760135,1,0,1,1.0,0
3771,2049770033,1,0,1,1.0,0
3772,2049770044,1,0,1,1.0,0
3773,2049800035,1,0,1,1.0,1
3774,2049800036,1,0,1,1.0,0
3775,2049810013,1,0,1,-1.0,0
3776,2049850048,1,0,1,0.0,0
3777,2049850055,1,0,1,1.0,0
3778,2049870004,1,0,1,0.0,0
3779,2049870068,1,1,0,0.0,0
3780,2049910007,1,1,0,1.0,1
3781,2050120002,1,0,1,1.0,0
3782,2050150088,1,0,1,1.0,0
3783,2050200072,1,1,0,1.0,0
3784,2050210060,1,0,1,-1.0,0
3785,2050210084,1,0,1,1.0,0
3786,2050240006,1,0,1,0.0,0
3787,2050270049,1,0,1,1.0,0
3788,2050340081,1,0,1,1.0,0
3789,2050360020,1,0,1,0.0,0
3790,2050530053,1,0,1,1.0,1
3791,2050540056,1,0,1,0.0,0
3792,2050580043,1,0,1,0.0,0
3793,2050590015,1,1,0,1.0,0
3794,2050590017,1,1,0,1.0,0
3795,2050660045,1,0,1,1.0,0
3796,2050680040,1,1,0,3.0,0
3797,2050780026,1,0,1,0.0,0
3798,2050790042,1,0,1,-2.0,0
3799,2050810076,1,0,1,-5.0,0
3800,2050950073,1,0,1,1.0,0
3801,2050980021,1,1,0,1.0,0
3802,2051000051,1,0,1,0.0,0
3803,2051170090,1,0,1,0.0,0
3804,2051210021,1,0,1,-1.0,0
3805,2051330019,1,0,1,0.0,0
3806,2051330200,1,0,1,1.0,0
3807,2051340019,1,0,1,1.0,0
3808,2051350051,1,1,0,0.0,0
3809,2051410361,1,0,1,-1.0,0
3810,2053200031,1,0,1,1.0,0
3811,2053250002,1,0,1,1.0,1
3812,2053320047,1,0,1,0.0,0
3813,2053360011,1,0,1,-1.0,0
3814,2053420058,1,0,1,1.0,0
3815,2053430051,1,0,1,1.0,1
3816,2053520038,1,0,1,1.0,0
3817,2053580038,1,0,1,0.0,0
3818,2053600009,1,0,1,1.0,0
3819,2053620024,1,1,0,0.0,0
3820,2053870048,1,1,0,1.0,0
3821,2053920021,1,1,0,0.0,0
3822,2053970040,1,0,1,1.0,0
3823,2053980028,1,0,1,1.0,1
3824,2054000047,1,1,0,0.0,0
3825,2054030063,1,1,0,1.0,0
3826,2054030109,1,1,0,0.0,0
3827,2054060040,1,0,1,0.0,0
3828,2054060042,1,0,1,0.0,0
3829,2054060160,1,0,1,0.0,0
3830,2054060190,1,0,1,1.0,0
3831,2054080342,1,0,1,0.0,0
3832,2054090292,1,1,0,0.0,0
3833,2054090305,1,0,1,0.0,0
3834,2054090374,1,0,1,0.0,0
3835,2054090390,1,0,1,0.0,0
3836,2054100163,1,0,1,0.0,0
3837,2054100165,1,0,1,0.0,0
3838,2054110282,1,0,1,0.0,0
3839,2054120073,1,0,1,1.0,0
3840,2054130042,1,0,1,1.0,0
3841,2054140020,1,0,1,0.0,0
3842,2054140174,1,0,1,0.0,0
3843,2054140216,1,1,0,0.0,0
3844,2054140247,2,0,1,-0.5,0
3845,2054150145,1,0,1,0.0,0
3846,2054160034,1,0,1,0.0,0
3847,2054160102,1,1,0,1.0,0
3848,2054160150,1,0,1,0.0,0
3849,2054170185,1,0,1,0.0,0
3850,2054190030,1,0,1,0.0,0
3851,2054210083,1,1,0,0.0,0
3852,2054230024,1,0,1,0.0,0
3853,2054280009,1,0,1,0.0,0
3854,2054280045,1,0,1,1.0,0
3855,2054310005,1,0,1,0.0,0
3856,2054330008,1,0,1,0.0,0
3857,2054330026,1,0,1,0.0,0
3858,2054410020,1,0,1,0.0,0
3859,2054410152,1,1,0,1.0,0
3860,2054410162,1,1,0,0.0,0
3861,2054500016,1,0,1,0.0,0
3862,2054600014,1,0,1,1.0,0
3863,2054630006,1,1,0,1.0,0
3864,2054670137,1,0,1,0.0,0
3865,2054680006,1,0,1,0.0,1
3866,2054750021,1,1,0,0.0,0
3867,2054750022,1,1,0,0.0,0
3868,2054760019,1,0,1,0.0,1
3869,2054790046,1,0,1,1.0,0
3870,2054790100,1,0,1,0.0,0
3871,2054830021,1,1,0,1.0,0
3872,2054830044,1,0,1,1.0,0
3873,2054850020,1,0,1,0.0,0
3874,2054850073,1,0,1,0.0,0
3875,2055000046,1,1,0,0.0,0
3876,2055050022,1,0,1,0.0,0
3877,2055180014,1,0,1,0.0,0
3878,2055180097,1,1,0,0.0,1
3879,2055180249,1,0,1,0.0,0
3880,2055190126,1,1,0,0.0,0
3881,2055190143,1,1,0,0.0,0
3882,2055200102,1,1,0,0.0,0
3883,2055210085,1,0,1,0.0,0
3884,2055260121,1,0,1,1.0,0
3885,2055260140,1,1,0,0.0,0
3886,2055290507,1,0,1,1.0,0
3887,2055310021,1,0,1,1.0,0
3888,2055330012,1,0,1,1.0,0
3889,2055460016,1,0,1,0.0,0
3890,2055460133,1,0,1,0.0,0
3891,2055620013,1,0,1,-4.0,0
3892,2055760033,1,0,1,0.0,0
3893,2055790084,1,0,1,0.0,0
3894,2055790093,1,0,1,1.0,0
3895,2055800102,1,0,1,1.0,1
3896,2055890065,1,0,1,0.0,0
3897,2055890135,1,0,1,0.0,0
3898,2055900106,1,1,0,1.0,0
3899,2055920129,1,1,0,0.0,0
3900,2055920131,1,0,1,1.0,0
3901,2055940077,1,0,1,0.0,0
3902,2055960035,1,1,0,0.0,0
3903,2055980068,1,0,1,0.0,0
3904,2056070094,1,1,0,0.0,1
3905,2056240007,1,0,1,0.0,0
3906,2056260060,1,1,0,0.0,0
3907,2056260162,1,1,0,1.0,0
3908,2056260255,1,0,1,0.0,0
3909,2056260332,1,0,1,0.0,0
3910,2056270043,1,1,0,0.0,0
3911,2056270093,1,1,0,0.0,0
3912,2056280146,1,1,0,0.0,1
3913,2056320057,1,1,0,0.0,0
3914,2056330164,1,0,1,0.0,0
3915,2056350107,1,1,0,0.0,0
3916,2056370077,1,0,1,1.0,0
3917,2056390080,1,0,1,0.0,0
3918,2056410328,1,0,1,0.0,1
3919,2056440177,1,0,1,0.0,0
3920,2056460035,1,1,0,0.0,0
3921,2056460050,1,1,0,1.0,0
3922,2056460069,1,1,0,0.0,1
3923,2056510150,1,0,1,0.0,0
3924,2056540363,1,0,1,0.0,0
3925,2056550053,1,0,1,1.0,1
3926,2057087501,1,0,1,0.0,0
3927,2057160500,1,0,1,1.0,0
3928,2057240702,1,0,1,0.0,0
3929,2057257501,1,0,1,0.0,0
3930,2057290590,1,1,0,0.0,0
3931,2057300828,1,1,0,0.0,0
3932,2057310849,1,0,1,0.0,0
3933,2057320941,1,0,1,0.0,0
3934,2057350244,1,1,0,-1.0,0
3935,2057430203,1,0,1,-1.0,0
3936,2057520224,1,0,1,0.0,0
3937,2057570250,1,1,0,1.0,0
3938,2057590364,1,1,0,2.0,0
3939,2057620466,1,0,1,0.0,0
3940,2057620498,1,0,1,1.0,0
3941,2057631534,1,1,0,0.0,0
3942,2057661747,1,1,0,0.0,0
3943,2057670793,1,1,0,0.0,1
3944,2057702004,1,0,1,1.0,0
3945,2057870169,1,0,1,0.0,0
3946,2057940493,1,1,0,1.0,0
3947,2057940495,1,0,1,0.0,0
3948,2057950518,1,1,0,0.0,0
3949,2057960160,1,0,1,0.0,0
3950,2058030965,1,0,1,0.0,0
3951,2058080337,1,0,1,0.0,0
3952,2058110250,1,1,0,0.0,0
3953,2058161857,1,0,1,0.0,0
3954,2058212865,1,0,1,0.0,0
3955,2058212910,1,0,1,0.0,0
3956,2058222688,1,0,1,0.0,0
3957,2058242490,1,1,0,0.0,1
3958,2058251523,1,0,1,0.0,0
3959,2058251544,1,0,1,0.0,0
3960,2058353043,1,1,0,0.0,0
3961,2058422013,1,1,0,1.0,0
3962,2058451790,1,1,0,0.0,0
3963,2058512105,1,0,1,2.0,0
3964,2058580319,1,1,0,0.0,0
3965,2058590304,1,0,1,-1.0,0
3966,2058610202,1,0,1,0.0,0
3967,2058630091,1,0,1,1.0,0
3968,2058630100,1,1,0,1.0,0
3969,2058670422,1,0,1,0.0,0
3970,2058680661,1,0,1,-1.0,0
3971,2058731007,1,1,0,0.0,0
3972,2058760945,1,1,0,1.0,0
3973,2058770850,1,0,1,0.0,0
3974,2058831168,1,0,1,0.0,0
3975,2058851260,1,0,1,-1.0,0
3976,2058851262,1,0,1,0.0,0
3977,2058851437,1,0,1,0.0,0
3978,2058861299,1,1,0,0.0,0
3979,2058871316,1,0,1,-1.0,0
3980,2059010001,1,1,0,0.0,0
3981,2059030283,2,1,0,0.0,0
3982,2059030299,1,1,0,0.0,0
3983,2059090825,1,1,0,0.0,0
3984,2059130950,1,1,0,0.0,0
3985,2059190460,1,1,0,0.0,0
3986,2059200386,1,0,1,0.0,0
3987,2059200395,1,0,1,0.0,0
3988,2059200653,1,1,0,1.0,0
3989,2059230336,1,0,1,0.0,0
3990,2059230356,1,0,1,0.0,0
3991,2059240472,1,1,0,0.0,0
3992,2059240523,1,0,1,0.0,0
3993,2059290047,1,1,0,0.0,1
3994,2059330030,1,0,1,0.0,0
3995,2059330230,2,0,1,-64.5,0
3996,2059390380,1,0,1,0.0,0
3997,2059390395,1,1,0,0.0,0
3998,2059390396,1,1,0,0.0,0
3999,2059390422,1,0,1,0.0,0
4000,2059390428,1,1,0,0.0,0
4001,2059400360,1,0,1,0.0,1
4002,2059400555,1,0,1,0.0,1
4003,2059420165,2,1,0,0.0,0
4004,2059420220,1,0,1,0.0,0
4005,2059420275,1,0,1,0.0,1
4006,2059450134,1,0,1,0.0,0
4007,2059470001,1,0,1,0.0,0
4008,2059470059,1,0,1,0.0,0
4009,2059470070,1,1,0,0.0,0
4010,2059470422,1,1,0,0.0,0
4011,2059470503,1,1,0,0.0,0
4012,2059520120,1,1,0,0.0,0
4013,2059550622,1,1,0,-1.0,0
4014,2059580001,2,0,1,0.0,0
4015,2059580065,3,0,1,0.0,0
4016,3000180001,1,1,0,95.0,0
4017,3000200006,1,0,1,1.0,0
4018,3000207501,1,0,1,10.0,0
4019,3000270040,1,0,1,94.0,0
4020,3000277501,1,1,0,0.0,0
4021,3000280005,1,0,1,106.0,0
4022,3000317504,1,1,0,75.0,0
4023,3000327501,1,0,1,45.0,0
4024,3000340116,1,1,0,0.0,0
4025,3000350012,1,0,1,0.0,0
4026,3000360016,1,1,0,0.0,0
4027,3000410007,1,1,0,23.0,0
4028,3000410017,2,0,1,0.0,0
4029,3000417501,1,0,1,9.0,0
4030,3000417502,1,1,0,15.0,0
4031,3000527501,1,0,1,0.0,0
4032,3000537501,1,0,1,0.0,0
4033,3000550034,1,0,1,0.0,0
4034,3000870009,1,0,1,0.0,0
4035,3001080023,1,1,0,-1.0,1
4036,3001087501,1,0,1,0.0,0
4037,3001090001,1,1,0,84.0,1
4038,3001090025,1,0,1,23.0,0
4039,3001190043,1,0,1,0.0,0
4040,3001220005,1,0,1,0.0,0
4041,3001220013,1,1,0,-1.0,0
4042,3001330017,1,0,1,55.0,0
4043,3001450026,1,0,1,0.0,0
4044,3001457501,1,0,1,0.0,0
4045,3001470002,1,0,1,0.0,0
4046,3001510027,1,1,0,3.0,0
4047,3001520028,1,0,1,30.0,0
4048,3001597501,1,0,1,0.0,0
4049,3001610058,1,0,1,2.0,0
4050,3001610064,1,0,1,2.0,0
4051,3001640034,1,0,1,1.0,0
4052,3001647502,1,0,1,0.0,0
4053,3001650022,1,0,1,36.0,0
4054,3001657503,1,0,1,0.0,0
4055,3001697501,1,0,1,0.0,0
4056,3001710001,1,0,1,0.0,0
4057,3001730035,1,1,0,-1.0,0
4058,3001730037,1,0,1,3.0,0
4059,3001760007,1,0,1,1.0,0
4060,3001760041,1,0,1,0.0,0
4061,3001760048,1,0,1,0.0,0
4062,3001770040,1,0,1,0.0,1
4063,3001770042,1,0,1,-1.0,0
4064,3001780023,1,0,1,0.0,0
4065,3001780031,1,0,1,0.0,0
4066,3001790005,1,0,1,-1.0,0
4067,3001790009,1,0,1,-1.0,0
4068,3001790050,1,0,1,0.0,0
4069,3001790052,1,1,0,0.0,0
4070,3001800005,1,0,1,-1.0,0
4071,3001800052,1,1,0,0.0,0
4072,3001800053,1,1,0,0.0,0
4073,3001800060,1,0,1,0.0,0
4074,3001810031,1,1,0,0.0,0
4075,3001820001,1,0,1,1.0,0
4076,3001820008,1,0,1,0.0,1
4077,3001820050,1,0,1,1.0,0
4078,3001820051,1,0,1,0.0,0
4079,3001830002,1,1,0,-2.0,1
4080,3001830026,1,1,0,0.0,0
4081,3001830055,1,0,1,0.0,0
4082,3001830056,1,0,1,-1.0,0
4083,3001840001,1,0,1,0.0,0
4084,3001840009,2,0,1,0.0,0
4085,3001840035,1,1,0,-1.0,0
4086,3001850002,2,1,0,-0.5,0
4087,3001850003,1,1,0,0.0,0
4088,3001850037,1,0,1,0.0,0
4089,3001850054,1,1,0,0.0,0
4090,3001850055,1,1,0,0.0,0
4091,3001850116,1,1,0,0.0,0
4092,3001850117,1,1,0,0.0,0
4093,3001857503,1,0,1,0.0,0
4094,3001870001,1,1,0,-3.0,0
4095,3001870022,1,0,1,-1.0,0
4096,3001900016,1,0,1,1.0,0
4097,3001900042,1,0,1,-1.0,0
4098,3001900047,1,0,1,0.0,0
4099,3001900058,1,0,1,-1.0,0
4100,3001900060,1,0,1,-1.0,0
4101,3001930027,1,0,1,-1.0,0
4102,3001940010,1,1,0,-1.0,1
4103,3001940014,1,1,0,-1.0,0
4104,3001940048,1,0,1,-3.0,0
4105,3001940053,1,1,0,-2.0,0
4106,3001950008,1,1,0,-1.0,0
4107,3001950014,1,1,0,-1.0,0
4108,3001950039,1,0,1,-1.0,0
4109,3001950044,1,1,0,-1.0,0
4110,3001957502,1,0,1,3.0,0
4111,3001960018,1,0,1,2.0,0
4112,3001960027,1,0,1,-3.0,0
4113,3001960044,1,1,0,0.0,0
4114,3001960050,1,0,1,0.0,0
4115,3001960136,1,0,1,-1.0,0
4116,3001967502,1,1,0,1.0,1
4117,3001970011,1,0,1,-2.0,0
4118,3001970013,1,0,1,1.0,1
4119,3001970014,1,0,1,0.0,0
4120,3001970017,1,0,1,0.0,0
4121,3001970040,1,1,0,7.0,1
4122,3001977501,1,1,0,4.0,0
4123,3001980027,1,1,0,3.0,0
4124,3002080101,1,0,1,0.0,0
4125,3002080214,1,1,0,0.0,0
4126,3002080308,1,1,0,-4.0,0
4127,3002080401,1,1,0,1.0,0
4128,3002100004,1,0,1,1.0,0
4129,3002100011,1,0,1,-1.0,0
4130,3002100025,1,1,0,-1.0,0
4131,3002110037,1,1,0,-2.0,0
4132,3002110039,1,0,1,-2.0,1
4133,3002117501,1,0,1,0.0,0
4134,3002117502,1,0,1,14.0,0
4135,3002140015,1,0,1,1.0,0
4136,3002140022,1,0,1,-1.0,0
4137,3002150006,1,0,1,-1.0,0
4138,3002150013,1,0,1,-1.0,0
4139,3002160013,1,0,1,-1.0,0
4140,3002160029,2,0,1,0.0,0
4141,3002160033,1,0,1,0.0,0
4142,3002160037,1,0,1,-1.0,0
4143,3002190014,1,0,1,-2.0,0
4144,3002200015,2,0,1,-1.0,0
4145,3002240003,1,1,0,-1.0,0
4146,3002240020,1,1,0,-4.0,0
4147,3002250002,1,1,0,-1.0,0
4148,3002250013,1,0,1,0.0,0
4149,3002250015,1,1,0,-2.0,0
4150,3002260021,1,0,1,0.0,0
4151,3002290010,1,0,1,0.0,0
4152,3002290025,1,0,1,0.0,0
4153,3002340001,1,0,1,-4.0,0
4154,3002340002,1,0,1,-7.0,0
4155,3002340005,1,0,1,-1.0,0
4156,3002340028,1,0,1,-1.0,0
4157,3002340054,1,0,1,0.0,0
4158,3002340057,1,0,1,-6.0,0
4159,3002340068,1,1,0,1.0,0
4160,3002340075,1,0,1,0.0,0
4161,3002347502,1,0,1,-6.0,0
4162,3002350017,1,1,0,-1.0,0
4163,3002350037,2,1,0,0.5,0
4164,3002350054,1,0,1,0.0,0
4165,3002350060,1,0,1,1.0,0
4166,3002350062,1,0,1,0.0,0
4167,3002360043,1,0,1,1.0,0
4168,3002360044,1,0,1,1.0,0
4169,3002360045,1,0,1,0.0,0
4170,3002360134,1,0,1,0.0,0
4171,3002367503,3,0,1,11.333333333333334,0
4172,3002370057,1,1,0,-14.0,0
4173,3002380019,1,1,0,-9.0,0
4174,3002380029,1,0,1,-2.0,0
4175,3002430033,1,1,0,-9.0,0
4176,3002447502,1,1,0,13.0,0
4177,3002470011,1,1,0,-1.0,0
4178,3002470020,1,0,1,-5.0,0
4179,3002480005,1,1,0,-1.0,0
4180,3002480015,1,1,0,-101.0,0
4181,3002480033,1,0,1,-1.0,0
4182,3002487501,1,0,1,6.0,1
4183,3002490008,1,0,1,-2.0,0
4184,3002490028,1,0,1,7.0,0
4185,3002500020,2,0,1,-0.5,0
4186,3002507501,1,0,1,74.0,0
4187,3002510010,1,0,1,-3.0,0
4188,3002510051,1,0,1,-3.0,0
4189,3002520001,1,0,1,0.0,0
4190,3002520023,1,0,1,1.0,0
4191,3002520060,1,0,1,0.0,0
4192,3002530006,1,0,1,1.0,0
4193,3002530017,1,0,1,-6.0,0
4194,3002530027,1,0,1,0.0,0
4195,3002530067,1,0,1,0.0,0
4196,3002540031,1,0,1,0.0,0
4197,3002540070,1,0,1,-4.0,0
4198,3002550007,1,1,0,1.0,0
4199,3002550020,1,0,1,30.0,0
4200,3002580137,1,0,1,-3.0,0
4201,3002590052,1,0,1,0.0,1
4202,3002600018,1,0,1,-4.0,0
4203,3002600035,1,0,1,-4.0,0
4204,3002600039,1,0,1,-1.0,0
4205,3002610036,1,1,0,-1.0,0
4206,3002610047,1,0,1,-1.0,0
4207,3002620005,1,0,1,-3.0,0
4208,3002620010,1,0,1,-1.0,0
4209,3002620031,1,0,1,-1.0,0
4210,3002620034,1,1,0,-4.0,0
4211,3002630016,1,0,1,0.0,0
4212,3002630041,1,0,1,0.0,0
4213,3002630043,1,0,1,0.0,0
